"","Group","transcript","Start","Stop","Strand","ENSGACG","ENSGACT","OnLG","LG.roman","LG"
"7888","groupXIX","transcript",7934480,8006157,"-","ENSGACG00000006687","ENSGACT00000008882",TRUE,"XIX",19
"7889","groupXIX","transcript",8013637,8017213,"-","ENSGACG00000006701","ENSGACT00000008886",TRUE,"XIX",19
"7890","groupXIX","transcript",8017636,8020713,"-","ENSGACG00000006703","ENSGACT00000008935",TRUE,"XIX",19
"7891","groupXIX","transcript",8023351,8047873,"-","ENSGACG00000006738","ENSGACT00000008959",TRUE,"XIX",19
"7892","groupXIX","transcript",8051632,8056492,"+","ENSGACG00000006759","ENSGACT00000009019",TRUE,"XIX",19
"7893","groupXIX","transcript",8052203,8056229,"+","ENSGACG00000006759","ENSGACT00000009029",TRUE,"XIX",19
"7894","groupXIX","transcript",8057317,8059611,"-","ENSGACG00000006806","ENSGACT00000009033",TRUE,"XIX",19
"7895","groupXIX","transcript",8064323,8068393,"-","ENSGACG00000006809","ENSGACT00000009036",TRUE,"XIX",19
"7896","groupXIX","transcript",8070898,8076048,"-","ENSGACG00000006810","ENSGACT00000009047",TRUE,"XIX",19
"7897","groupXIX","transcript",8070919,8076048,"-","ENSGACG00000006810","ENSGACT00000009049",TRUE,"XIX",19
"7898","groupXIX","transcript",8079885,8085119,"+","ENSGACG00000006822","ENSGACT00000009119",TRUE,"XIX",19
"7899","groupXIX","transcript",8085730,8091336,"+","ENSGACG00000006871","ENSGACT00000009167",TRUE,"XIX",19
"7900","groupXIX","transcript",8085736,8091339,"+","ENSGACG00000006871","ENSGACT00000009176",TRUE,"XIX",19
"7901","groupXIX","transcript",8085932,8090598,"+","ENSGACG00000006871","ENSGACT00000009187",TRUE,"XIX",19
"7902","groupXIX","transcript",8085941,8091479,"+","ENSGACG00000006871","ENSGACT00000009195",TRUE,"XIX",19
"7903","groupXIX","transcript",8102335,8123338,"+","ENSGACG00000006927","ENSGACT00000009198",TRUE,"XIX",19
"7904","groupXIX","transcript",8129975,8137481,"+","ENSGACG00000006929","ENSGACT00000009225",TRUE,"XIX",19
"7905","groupXIX","transcript",8139383,8147703,"+","ENSGACG00000006950","ENSGACT00000009254",TRUE,"XIX",19
"7906","groupXIX","transcript",8140011,8147174,"+","ENSGACG00000006950","ENSGACT00000009265",TRUE,"XIX",19
"7907","groupXIX","transcript",8161231,8172055,"+","ENSGACG00000006985","ENSGACT00000009275",TRUE,"XIX",19
"7908","groupXIX","transcript",8174515,8181627,"+","ENSGACG00000006990","ENSGACT00000009310",TRUE,"XIX",19
"7909","groupXIX","transcript",8174563,8181609,"+","ENSGACG00000006990","ENSGACT00000009319",TRUE,"XIX",19
"7910","groupXIX","transcript",8174586,8181052,"+","ENSGACG00000006990","ENSGACT00000009325",TRUE,"XIX",19
"7911","groupXIX","transcript",8175308,8181589,"+","ENSGACG00000006990","ENSGACT00000009329",TRUE,"XIX",19
"7912","groupXIX","transcript",8176013,8181580,"+","ENSGACG00000006990","ENSGACT00000009333",TRUE,"XIX",19
"7913","groupXIX","transcript",8185564,8191063,"+","ENSGACG00000007033","ENSGACT00000009350",TRUE,"XIX",19
"7914","groupXIX","transcript",8192146,8195255,"+","ENSGACG00000007047","ENSGACT00000009358",TRUE,"XIX",19
"7915","groupXIX","transcript",8197387,8201139,"+","ENSGACG00000007054","ENSGACT00000009384",TRUE,"XIX",19
"7916","groupXIX","transcript",8197388,8201198,"+","ENSGACG00000007054","ENSGACT00000009395",TRUE,"XIX",19
"7917","groupXIX","transcript",8203185,8208473,"-","ENSGACG00000007084","ENSGACT00000009405",TRUE,"XIX",19
"7918","groupXIX","transcript",8212248,8228341,"+","ENSGACG00000007091","ENSGACT00000009418",TRUE,"XIX",19
"7919","groupXIX","transcript",8235774,8239028,"+","ENSGACG00000007102","ENSGACT00000009426",TRUE,"XIX",19
"7920","groupXIX","transcript",8236238,8238852,"+","ENSGACG00000007102","ENSGACT00000009430",TRUE,"XIX",19
"7921","groupXIX","transcript",8245706,8249730,"-","ENSGACG00000007109","ENSGACT00000009435",TRUE,"XIX",19
"7922","groupXIX","transcript",8264228,8283313,"+","ENSGACG00000007114","ENSGACT00000009458",TRUE,"XIX",19
"7923","groupXIX","transcript",8284458,8285248,"+","ENSGACG00000007133","ENSGACT00000009461",TRUE,"XIX",19
"7924","groupXIX","transcript",8291130,8304200,"-","ENSGACG00000007135","ENSGACT00000009482",TRUE,"XIX",19
"7925","groupXIX","transcript",8331786,8337633,"-","ENSGACG00000007153","ENSGACT00000009496",TRUE,"XIX",19
"7926","groupXIX","transcript",8338211,8342096,"+","ENSGACG00000007166","ENSGACT00000009515",TRUE,"XIX",19
"7927","groupXIX","transcript",8338269,8341751,"+","ENSGACG00000007166","ENSGACT00000009517",TRUE,"XIX",19
"7928","groupXIX","transcript",8338811,8342610,"+","ENSGACG00000007166","ENSGACT00000009524",TRUE,"XIX",19
"7929","groupXIX","transcript",8343322,8344697,"-","ENSGACG00000007185","ENSGACT00000009528",TRUE,"XIX",19
"7930","groupXIX","transcript",8353448,8410496,"-","ENSGACG00000007186","ENSGACT00000009557",TRUE,"XIX",19
"7931","groupXIX","transcript",8434738,8438243,"+","ENSGACG00000007210","ENSGACT00000009591",TRUE,"XIX",19
"7932","groupXIX","transcript",8440815,8448486,"-","ENSGACG00000007234","ENSGACT00000009595",TRUE,"XIX",19
"7933","groupXIX","transcript",8457411,8459993,"-","ENSGACG00000007238","ENSGACT00000009599",TRUE,"XIX",19
"7934","groupXIX","transcript",8462080,8465519,"-","ENSGACG00000007242","ENSGACT00000009611",TRUE,"XIX",19
"7935","groupXIX","transcript",8467771,8471342,"-","ENSGACG00000007247","ENSGACT00000009620",TRUE,"XIX",19
"7936","groupXIX","transcript",8479507,8504132,"+","ENSGACG00000007256","ENSGACT00000009656",TRUE,"XIX",19
"7937","groupXIX","transcript",8479507,8504135,"+","ENSGACG00000007256","ENSGACT00000009643",TRUE,"XIX",19
"7938","groupXIX","transcript",8506584,8510931,"-","ENSGACG00000007281","ENSGACT00000009670",TRUE,"XIX",19
"7939","groupXIX","transcript",8506584,8510654,"-","ENSGACG00000007281","ENSGACT00000009674",TRUE,"XIX",19
"7940","groupXIX","transcript",8512308,8519905,"+","ENSGACG00000007291","ENSGACT00000009733",TRUE,"XIX",19
"7941","groupXIX","transcript",8512332,8519318,"+","ENSGACG00000007291","ENSGACT00000009740",TRUE,"XIX",19
"7942","groupXIX","transcript",8520292,8520870,"-","ENSGACG00000007340","ENSGACT00000009743",TRUE,"XIX",19
"7943","groupXIX","transcript",8521976,8530683,"-","ENSGACG00000007341","ENSGACT00000009772",TRUE,"XIX",19
"7944","groupXIX","transcript",8521984,8529435,"-","ENSGACG00000007341","ENSGACT00000009785",TRUE,"XIX",19
"7945","groupXIX","transcript",8533461,8536859,"+","ENSGACG00000007371","ENSGACT00000009793",TRUE,"XIX",19
"7946","groupXIX","transcript",8534748,8537695,"+","ENSGACG00000007371","ENSGACT00000009799",TRUE,"XIX",19
"7947","groupXIX","transcript",8537967,8542981,"-","ENSGACG00000007380","ENSGACT00000009817",TRUE,"XIX",19
"7948","groupXIX","transcript",8545104,8556210,"+","ENSGACG00000007393","ENSGACT00000009860",TRUE,"XIX",19
"7949","groupXIX","transcript",8567039,8575758,"-","ENSGACG00000007425","ENSGACT00000009871",TRUE,"XIX",19
"7950","groupXIX","transcript",8584916,8591806,"-","ENSGACG00000007434","ENSGACT00000009896",TRUE,"XIX",19
"7951","groupXIX","transcript",8599897,8606499,"-","ENSGACG00000007450","ENSGACT00000009928",TRUE,"XIX",19
"7952","groupXIX","transcript",8600507,8606500,"-","ENSGACG00000007450","ENSGACT00000009934",TRUE,"XIX",19
"7953","groupXIX","transcript",8600579,8606499,"-","ENSGACG00000007450","ENSGACT00000009917",TRUE,"XIX",19
"7954","groupXIX","transcript",8607893,8616545,"+","ENSGACG00000007474","ENSGACT00000009941",TRUE,"XIX",19
"7955","groupXIX","transcript",8631236,8648610,"-","ENSGACG00000007480","ENSGACT00000009962",TRUE,"XIX",19
"7956","groupXIX","transcript",8682180,8685161,"+","ENSGACG00000007499","ENSGACT00000009966",TRUE,"XIX",19
"7957","groupXIX","transcript",8682372,8702387,"+","ENSGACG00000007499","ENSGACT00000009995",TRUE,"XIX",19
"7958","groupXIX","transcript",8703811,8725426,"+","ENSGACG00000007525","ENSGACT00000010018",TRUE,"XIX",19
"7959","groupXIX","transcript",8732116,8746121,"+","ENSGACG00000007545","ENSGACT00000010041",TRUE,"XIX",19
"7960","groupXIX","transcript",8747219,8759886,"+","ENSGACG00000007560","ENSGACT00000010077",TRUE,"XIX",19
"7961","groupXIX","transcript",8760922,8767798,"-","ENSGACG00000007588","ENSGACT00000010090",TRUE,"XIX",19
"7962","groupXIX","transcript",8761121,8767796,"-","ENSGACG00000007588","ENSGACT00000010096",TRUE,"XIX",19
"7963","groupXIX","transcript",8768260,8787109,"-","ENSGACG00000007601","ENSGACT00000010159",TRUE,"XIX",19
"7964","groupXIX","transcript",8796392,8812071,"-","ENSGACG00000007651","ENSGACT00000010197",TRUE,"XIX",19
"7965","groupXIX","transcript",8796394,8800980,"-","ENSGACG00000007651","ENSGACT00000010172",TRUE,"XIX",19
"7966","groupXIX","transcript",8813208,8823768,"+","ENSGACG00000007682","ENSGACT00000010237",TRUE,"XIX",19
"7967","groupXIX","transcript",8813951,8823771,"+","ENSGACG00000007682","ENSGACT00000010245",TRUE,"XIX",19
"7968","groupXIX","transcript",8814534,8823771,"+","ENSGACG00000007682","ENSGACT00000010248",TRUE,"XIX",19
"7969","groupXIX","transcript",8826512,8835053,"+","ENSGACG00000007717","ENSGACT00000010263",TRUE,"XIX",19
"7970","groupXIX","transcript",8837368,8845492,"-","ENSGACG00000007729","ENSGACT00000010276",TRUE,"XIX",19
"7971","groupXIX","transcript",8847170,8852636,"+","ENSGACG00000007738","ENSGACT00000010285",TRUE,"XIX",19
"7972","groupXIX","transcript",8855280,8863611,"+","ENSGACG00000007744","ENSGACT00000010328",TRUE,"XIX",19
"7973","groupXIX","transcript",8865413,8868907,"-","ENSGACG00000007779","ENSGACT00000010335",TRUE,"XIX",19
"7974","groupXIX","transcript",8870089,8871123,"-","ENSGACG00000007786","ENSGACT00000010337",TRUE,"XIX",19
"7975","groupXIX","transcript",8873691,8883814,"-","ENSGACG00000007787","ENSGACT00000010392",TRUE,"XIX",19
"7976","groupXIX","transcript",8889688,8893864,"-","ENSGACG00000007829","ENSGACT00000010397",TRUE,"XIX",19
"7977","groupXIX","transcript",8924410,8934206,"+","ENSGACG00000007833","ENSGACT00000010411",TRUE,"XIX",19
"7978","groupXIX","transcript",8938983,8952258,"+","ENSGACG00000007844","ENSGACT00000010425",TRUE,"XIX",19
"7979","groupXIX","transcript",8953020,8955475,"+","ENSGACG00000007854","ENSGACT00000010430",TRUE,"XIX",19
"7980","groupXIX","transcript",8959320,8961475,"-","ENSGACG00000007858","ENSGACT00000010436",TRUE,"XIX",19
"7981","groupXIX","transcript",8966661,8967991,"+","ENSGACG00000007865","ENSGACT00000010438",TRUE,"XIX",19
"7982","groupXIX","transcript",8967242,8970975,"-","ENSGACG00000007866","ENSGACT00000010444",TRUE,"XIX",19
"7983","groupXIX","transcript",8973920,8977424,"+","ENSGACG00000007872","ENSGACT00000010459",TRUE,"XIX",19
"7984","groupXIX","transcript",8974465,8977664,"+","ENSGACG00000007872","ENSGACT00000010472",TRUE,"XIX",19
"7985","groupXIX","transcript",8978568,8980207,"-","ENSGACG00000007891","ENSGACT00000010477",TRUE,"XIX",19
"7986","groupXIX","transcript",8989169,8999518,"-","ENSGACG00000007895","ENSGACT00000010486",TRUE,"XIX",19
"7987","groupXIX","transcript",9018061,9037499,"+","ENSGACG00000007902","ENSGACT00000010507",TRUE,"XIX",19
"7988","groupXIX","transcript",9053235,9056543,"+","ENSGACG00000007919","ENSGACT00000010541",TRUE,"XIX",19
"7989","groupXIX","transcript",9053351,9056543,"+","ENSGACG00000007919","ENSGACT00000010545",TRUE,"XIX",19
"7990","groupXIX","transcript",9064793,9066896,"+","ENSGACG00000007952","ENSGACT00000010552",TRUE,"XIX",19
"7991","groupXIX","transcript",9070159,9075409,"+","ENSGACG00000007956","ENSGACT00000010566",TRUE,"XIX",19
"7992","groupXIX","transcript",9077271,9078702,"+","ENSGACG00000007967","ENSGACT00000010579",TRUE,"XIX",19
"7993","groupXIX","transcript",9079519,9087595,"+","ENSGACG00000007976","ENSGACT00000010591",TRUE,"XIX",19
"7994","groupXIX","transcript",9091147,9093737,"+","ENSGACG00000007990","ENSGACT00000010603",TRUE,"XIX",19
"7995","groupXIX","transcript",9092050,9093759,"+","ENSGACG00000007990","ENSGACT00000010616",TRUE,"XIX",19
"7996","groupXIX","transcript",9102570,9113235,"+","ENSGACG00000008007","ENSGACT00000010627",TRUE,"XIX",19
"7997","groupXIX","transcript",9102570,9113235,"+","ENSGACG00000008007","ENSGACT00000010629",TRUE,"XIX",19
"7998","groupXIX","transcript",9116313,9125987,"-","ENSGACG00000008016","ENSGACT00000010637",TRUE,"XIX",19
"7999","groupXIX","transcript",9128707,9136269,"-","ENSGACG00000008022","ENSGACT00000010646",TRUE,"XIX",19
"8000","groupXIX","transcript",9149022,9168603,"+","ENSGACG00000008030","ENSGACT00000010664",TRUE,"XIX",19
"8001","groupXIX","transcript",9171417,9173674,"-","ENSGACG00000008044","ENSGACT00000010670",TRUE,"XIX",19
"8002","groupXIX","transcript",9184837,9185907,"-","ENSGACG00000008049","ENSGACT00000010673",TRUE,"XIX",19
"8003","groupXIX","transcript",9194806,9197663,"-","ENSGACG00000008052","ENSGACT00000010680",TRUE,"XIX",19
"8004","groupXIX","transcript",9199209,9216125,"+","ENSGACG00000008057","ENSGACT00000010713",TRUE,"XIX",19
"8005","groupXIX","transcript",9217104,9220265,"-","ENSGACG00000008086","ENSGACT00000010773",TRUE,"XIX",19
"8006","groupXIX","transcript",9222675,9226725,"+","ENSGACG00000008130","ENSGACT00000010791",TRUE,"XIX",19
"8007","groupXIX","transcript",9222702,9226872,"+","ENSGACG00000008130","ENSGACT00000010795",TRUE,"XIX",19
"8008","groupXIX","transcript",9230089,9231512,"+","ENSGACG00000008150","ENSGACT00000010797",TRUE,"XIX",19
"8009","groupXIX","transcript",9231105,9231523,"-","ENSGACG00000008152","ENSGACT00000010798",TRUE,"XIX",19
"8010","groupXIX","transcript",9231606,9233153,"-","ENSGACG00000008153","ENSGACT00000010800",TRUE,"XIX",19
"8011","groupXIX","transcript",9233139,9235781,"-","ENSGACG00000008153","ENSGACT00000010806",TRUE,"XIX",19
"8012","groupXIX","transcript",9240443,9247952,"-","ENSGACG00000008159","ENSGACT00000010844",TRUE,"XIX",19
"8013","groupXIX","transcript",9250322,9260293,"-","ENSGACG00000008186","ENSGACT00000010912",TRUE,"XIX",19
"8014","groupXIX","transcript",9262026,9268072,"+","ENSGACG00000008240","ENSGACT00000010992",TRUE,"XIX",19
"8015","groupXIX","transcript",9271720,9276571,"+","ENSGACG00000008302","ENSGACT00000011009",TRUE,"XIX",19
"8016","groupXIX","transcript",9287888,9290073,"+","ENSGACG00000008315","ENSGACT00000011019",TRUE,"XIX",19
"8017","groupXIX","transcript",9291925,9297266,"+","ENSGACG00000008321","ENSGACT00000011028",TRUE,"XIX",19
"8018","groupXIX","transcript",9295551,9297476,"+","ENSGACG00000008321","ENSGACT00000011032",TRUE,"XIX",19
"8019","groupXIX","transcript",9320462,9322445,"+","ENSGACG00000008333","ENSGACT00000011051",TRUE,"XIX",19
"8020","groupXIX","transcript",9323371,9326473,"+","ENSGACG00000008349","ENSGACT00000011084",TRUE,"XIX",19
"8021","groupXIX","transcript",9337694,9346183,"+","ENSGACG00000008376","ENSGACT00000011092",TRUE,"XIX",19
"8022","groupXIX","transcript",9341148,9345715,"+","ENSGACG00000008376","ENSGACT00000011097",TRUE,"XIX",19
"8023","groupXIX","transcript",9355981,9367138,"+","ENSGACG00000008384","ENSGACT00000011130",TRUE,"XIX",19
"8024","groupXIX","transcript",9356009,9366980,"+","ENSGACG00000008384","ENSGACT00000011143",TRUE,"XIX",19
"8025","groupXIX","transcript",9356013,9366899,"+","ENSGACG00000008384","ENSGACT00000011152",TRUE,"XIX",19
"8026","groupXIX","transcript",9356018,9367134,"+","ENSGACG00000008384","ENSGACT00000011158",TRUE,"XIX",19
"8027","groupXIX","transcript",9356037,9367144,"+","ENSGACG00000008384","ENSGACT00000011168",TRUE,"XIX",19
"8028","groupXIX","transcript",9360691,9366960,"+","ENSGACG00000008384","ENSGACT00000011180",TRUE,"XIX",19
"8029","groupXIX","transcript",9370025,9372397,"-","ENSGACG00000008444","ENSGACT00000011189",TRUE,"XIX",19
"8030","groupXIX","transcript",9402595,9404229,"-","ENSGACG00000008450","ENSGACT00000011192",TRUE,"XIX",19
"8031","groupXIX","transcript",9414724,9429446,"+","ENSGACG00000008453","ENSGACT00000011215",TRUE,"XIX",19
"8032","groupXIX","transcript",9414724,9427538,"+","ENSGACG00000008453","ENSGACT00000011223",TRUE,"XIX",19
"8033","groupXIX","transcript",9419376,9447411,"+","ENSGACG00000008453","ENSGACT00000011239",TRUE,"XIX",19
"8034","groupXIX","transcript",9433959,9435647,"-","ENSGACG00000008489","ENSGACT00000011246",TRUE,"XIX",19
"8035","groupXIX","transcript",9448469,9456234,"-","ENSGACG00000008494","ENSGACT00000011264",TRUE,"XIX",19
"8036","groupXIX","transcript",9457203,9457947,"-","ENSGACG00000008507","ENSGACT00000011269",TRUE,"XIX",19
"8037","groupXIX","transcript",9471926,9474423,"+","ENSGACG00000008512","ENSGACT00000011276",TRUE,"XIX",19
"8038","groupXIX","transcript",9481044,9498771,"-","ENSGACG00000008520","ENSGACT00000011290",TRUE,"XIX",19
"8039","groupXIX","transcript",9501117,9503877,"-","ENSGACG00000008531","ENSGACT00000011297",TRUE,"XIX",19
"8040","groupXIX","transcript",9509896,9515977,"-","ENSGACG00000008536","ENSGACT00000011307",TRUE,"XIX",19
"8041","groupXIX","transcript",9517063,9518962,"-","ENSGACG00000008543","ENSGACT00000011314",TRUE,"XIX",19
"8042","groupXIX","transcript",9523896,9526751,"-","ENSGACG00000008550","ENSGACT00000011334",TRUE,"XIX",19
"8043","groupXIX","transcript",9524062,9526004,"-","ENSGACG00000008550","ENSGACT00000011339",TRUE,"XIX",19
"8044","groupXIX","transcript",9524131,9526613,"-","ENSGACG00000008550","ENSGACT00000011343",TRUE,"XIX",19
"8045","groupXIX","transcript",9532775,9534251,"-","ENSGACG00000008572","ENSGACT00000011350",TRUE,"XIX",19
"8046","groupXIX","transcript",9535480,9540980,"-","ENSGACG00000008577","ENSGACT00000011358",TRUE,"XIX",19
"8047","groupXIX","transcript",9545741,9547330,"+","ENSGACG00000008587","ENSGACT00000011361",TRUE,"XIX",19
"8048","groupXIX","transcript",9548391,9560015,"-","ENSGACG00000008589","ENSGACT00000011366",TRUE,"XIX",19
"8049","groupXIX","transcript",9561903,9563546,"+","ENSGACG00000008594","ENSGACT00000011371",TRUE,"XIX",19
"8050","groupXIX","transcript",9564658,9567473,"-","ENSGACG00000008599","ENSGACT00000011380",TRUE,"XIX",19
"8051","groupXIX","transcript",9569099,9577270,"+","ENSGACG00000008606","ENSGACT00000011386",TRUE,"XIX",19
"8052","groupXIX","transcript",9579090,9580852,"+","ENSGACG00000008612","ENSGACT00000011391",TRUE,"XIX",19
"8053","groupXIX","transcript",9607677,9637807,"+","ENSGACG00000008617","ENSGACT00000011420",TRUE,"XIX",19
"8054","groupXIX","transcript",9640525,9655560,"-","ENSGACG00000008638","ENSGACT00000011440",TRUE,"XIX",19
"8055","groupXIX","transcript",9658695,9662960,"-","ENSGACG00000008652","ENSGACT00000011443",TRUE,"XIX",19
"8056","groupXIX","transcript",9666876,9737045,"-","ENSGACG00000008655","ENSGACT00000011466",TRUE,"XIX",19
"8057","groupXIX","transcript",9698826,9717838,"-","ENSGACG00000008655","ENSGACT00000011470",TRUE,"XIX",19
"8058","groupXIX","transcript",9739851,9743387,"-","ENSGACG00000008678","ENSGACT00000011480",TRUE,"XIX",19
"8059","groupXIX","transcript",9749129,9756879,"+","ENSGACG00000008687","ENSGACT00000011493",TRUE,"XIX",19
"8060","groupXIX","transcript",9753024,9754587,"+","ENSGACG00000008687","ENSGACT00000011503",TRUE,"XIX",19
"8061","groupXIX","transcript",9759226,9761289,"+","ENSGACG00000008702","ENSGACT00000011509",TRUE,"XIX",19
"8062","groupXIX","transcript",9760390,9761614,"+","ENSGACG00000008702","ENSGACT00000011512",TRUE,"XIX",19
"8063","groupXIX","transcript",9783712,9785782,"+","ENSGACG00000008707","ENSGACT00000011537",TRUE,"XIX",19
"8064","groupXIX","transcript",9795678,9798432,"+","ENSGACG00000008727","ENSGACT00000011541",TRUE,"XIX",19
"8065","groupXIX","transcript",9802695,9805303,"+","ENSGACG00000008730","ENSGACT00000011544",TRUE,"XIX",19
"8066","groupXIX","transcript",9820697,9822331,"+","ENSGACG00000008735","ENSGACT00000011552",TRUE,"XIX",19
"8067","groupXIX","transcript",9829565,9833202,"-","ENSGACG00000008739","ENSGACT00000011555",TRUE,"XIX",19
"8068","groupXIX","transcript",9835581,9851758,"-","ENSGACG00000008743","ENSGACT00000011576",TRUE,"XIX",19
"8069","groupXIX","transcript",9872457,9924659,"-","ENSGACG00000008757","ENSGACT00000011600",TRUE,"XIX",19
"8070","groupXIX","transcript",9913835,9915391,"-","ENSGACG00000008775","ENSGACT00000011602",TRUE,"XIX",19
"8071","groupXIX","transcript",9929496,9931094,"-","ENSGACG00000008779","ENSGACT00000011603",TRUE,"XIX",19
"8072","groupXIX","transcript",9929568,9931303,"-","ENSGACG00000008779","ENSGACT00000011607",TRUE,"XIX",19
"8073","groupXIX","transcript",9933073,9937425,"-","ENSGACG00000008783","ENSGACT00000011675",TRUE,"XIX",19
"8074","groupXIX","transcript",9942416,9943657,"-","ENSGACG00000008835","ENSGACT00000011681",TRUE,"XIX",19
"8075","groupXIX","transcript",9945600,9949019,"+","ENSGACG00000008837","ENSGACT00000011686",TRUE,"XIX",19
"8076","groupXIX","transcript",9951237,9954758,"+","ENSGACG00000008843","ENSGACT00000011710",TRUE,"XIX",19
"8077","groupXIX","transcript",9951807,9954644,"+","ENSGACG00000008843","ENSGACT00000011718",TRUE,"XIX",19
"8078","groupXIX","transcript",9958513,9962144,"+","ENSGACG00000008866","ENSGACT00000011723",TRUE,"XIX",19
"8079","groupXIX","transcript",9980008,9982140,"+","ENSGACG00000008869","ENSGACT00000011727",TRUE,"XIX",19
"8080","groupXIX","transcript",9986808,9988549,"+","ENSGACG00000008872","ENSGACT00000011734",TRUE,"XIX",19
"8081","groupXIX","transcript",9986930,9990671,"+","ENSGACG00000008872","ENSGACT00000011739",TRUE,"XIX",19
"8082","groupXIX","transcript",9992987,9993583,"-","ENSGACG00000008877","ENSGACT00000011742",TRUE,"XIX",19
"8083","groupXIX","transcript",10010852,10022644,"-","ENSGACG00000008880","ENSGACT00000011748",TRUE,"XIX",19
"8084","groupXIX","transcript",10011354,10023262,"-","ENSGACG00000008880","ENSGACT00000011754",TRUE,"XIX",19
"8085","groupXIX","transcript",10011947,10015746,"-","ENSGACG00000008880","ENSGACT00000011760",TRUE,"XIX",19
"8086","groupXIX","transcript",10039550,10041807,"+","ENSGACG00000008891","ENSGACT00000011765",TRUE,"XIX",19
"8087","groupXIX","transcript",10047090,10052448,"+","ENSGACG00000008898","ENSGACT00000011779",TRUE,"XIX",19
"8088","groupXIX","transcript",10061760,10068840,"+","ENSGACG00000008907","ENSGACT00000011787",TRUE,"XIX",19
"8089","groupXIX","transcript",10072808,10079506,"-","ENSGACG00000008914","ENSGACT00000011805",TRUE,"XIX",19
"8090","groupXIX","transcript",10081037,10083872,"+","ENSGACG00000008928","ENSGACT00000011813",TRUE,"XIX",19
"8091","groupXIX","transcript",10085421,10092097,"+","ENSGACG00000008935","ENSGACT00000011821",TRUE,"XIX",19
"8092","groupXIX","transcript",10085454,10092098,"+","ENSGACG00000008935","ENSGACT00000011826",TRUE,"XIX",19
"8093","groupXIX","transcript",10093275,10099931,"-","ENSGACG00000008942","ENSGACT00000011835",TRUE,"XIX",19
"8094","groupXIX","transcript",10101541,10103108,"-","ENSGACG00000008949","ENSGACT00000011844",TRUE,"XIX",19
"8095","groupXIX","transcript",10104117,10120212,"+","ENSGACG00000008957","ENSGACT00000011878",TRUE,"XIX",19
"8096","groupXIX","transcript",10122821,10128006,"+","ENSGACG00000008981","ENSGACT00000011897",TRUE,"XIX",19
"8097","groupXIX","transcript",10129783,10133569,"+","ENSGACG00000008997","ENSGACT00000011911",TRUE,"XIX",19
"8098","groupXIX","transcript",10129785,10133598,"+","ENSGACG00000008997","ENSGACT00000011917",TRUE,"XIX",19
"8099","groupXIX","transcript",10134903,10136528,"-","ENSGACG00000009014","ENSGACT00000011923",TRUE,"XIX",19
"8100","groupXIX","transcript",10148833,10168296,"+","ENSGACG00000009015","ENSGACT00000011925",TRUE,"XIX",19
"8101","groupXIX","transcript",10163521,10182681,"+","ENSGACG00000009015","ENSGACT00000011948",TRUE,"XIX",19
"8102","groupXIX","transcript",10185959,10207752,"-","ENSGACG00000009039","ENSGACT00000011967",TRUE,"XIX",19
"8103","groupXIX","transcript",10212559,10239855,"+","ENSGACG00000009054","ENSGACT00000011975",TRUE,"XIX",19
"8104","groupXIX","transcript",10247505,10253942,"+","ENSGACG00000009061","ENSGACT00000012011",TRUE,"XIX",19
"8105","groupXIX","transcript",10255952,10259426,"-","ENSGACG00000009091","ENSGACT00000012029",TRUE,"XIX",19
"8106","groupXIX","transcript",10282175,10294095,"-","ENSGACG00000009107","ENSGACT00000012121",TRUE,"XIX",19
"8107","groupXIX","transcript",10282232,10286612,"-","ENSGACG00000009107","ENSGACT00000012141",TRUE,"XIX",19
"8108","groupXIX","transcript",10282238,10286710,"-","ENSGACG00000009107","ENSGACT00000012149",TRUE,"XIX",19
"8109","groupXIX","transcript",10302622,10343834,"-","ENSGACG00000009190","ENSGACT00000012160",TRUE,"XIX",19
"8110","groupXIX","transcript",10353716,10359580,"-","ENSGACG00000009201","ENSGACT00000012163",TRUE,"XIX",19
"8111","groupXIX","transcript",10363935,10365973,"-","ENSGACG00000009202","ENSGACT00000012172",TRUE,"XIX",19
"8112","groupXIX","transcript",10390061,10396080,"-","ENSGACG00000009210","ENSGACT00000012176",TRUE,"XIX",19
"8113","groupXIX","transcript",10399243,10402440,"+","ENSGACG00000009214","ENSGACT00000012292",TRUE,"XIX",19
"8114","groupXIX","transcript",10403743,10407820,"-","ENSGACG00000009309","ENSGACT00000012323",TRUE,"XIX",19
"8115","groupXIX","transcript",10408583,10424409,"+","ENSGACG00000009335","ENSGACT00000012332",TRUE,"XIX",19
"8116","groupXIX","transcript",10441422,10444488,"+","ENSGACG00000009342","ENSGACT00000012337",TRUE,"XIX",19
"8117","groupXIX","transcript",10488401,10510480,"+","ENSGACG00000009345","ENSGACT00000012373",TRUE,"XIX",19
"8118","groupXIX","transcript",10548006,10552249,"+","ENSGACG00000009373","ENSGACT00000012381",TRUE,"XIX",19
"8119","groupXIX","transcript",10583153,10597109,"-","ENSGACG00000009378","ENSGACT00000012392",TRUE,"XIX",19
"8120","groupXIX","transcript",10598729,10624119,"+","ENSGACG00000009388","ENSGACT00000012433",TRUE,"XIX",19
"8121","groupXIX","transcript",10625430,10628218,"-","ENSGACG00000009418","ENSGACT00000012462",TRUE,"XIX",19
"8122","groupXIX","transcript",10625452,10628218,"-","ENSGACG00000009418","ENSGACT00000012478",TRUE,"XIX",19
"8123","groupXIX","transcript",10625724,10628123,"-","ENSGACG00000009418","ENSGACT00000012481",TRUE,"XIX",19
